"Extension Overview", "Extension &Uuml;bersicht"
"Extension overview", "Extension &Uuml;bersicht"
"License Management", "Lizenz Management"
"Your installed extensions", "Ihre installierten Extensions"
"News at meets-ecommerce", "Neuigkeiten bei meets-ecommerce"
"at %s", "am %s"
"Read more", "Weiterlesen"
"Overview", "&Uuml;bersicht"
"Choose ...", "Wähle ..."
"Install date", "Installationsdatum"
"Support Page", "Support-Seite"
"Information", "Informationen"
